"","sexo","oficio","provincia","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"609","Mujer","Trabajadores de Artes Mecánicas y Otros","Linares",23556,41527,41514,69490,90543,100866,87928,196118,138230,148567,100810,144893
"610","Mujer","Trabajadores de Servicios y Vendedores","Linares",34911,54784,63902,79332,144703,115910,105854,136112,180469,184397,195041,219233
"611","Mujer","Empleados de Oficina","Llanquihue",28392,70775,132010,108616,173509,170393,152562,180860,255654,295862,273571,322728
"612","Mujer","Fuerzas Armadas","Llanquihue",73780,NA,NA,NA,NA,NA,NA,NA,NA,295380,NA,NA
"613","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Llanquihue",54360,41489,137099,52000,102679,99995,217796,194364,161135,201517,285000,255077
"614","Mujer","Profesionales, Científicos e Intelectuales","Llanquihue",73122,164940,178043,279083,310578,316057,391371,541499,531987,699230,686866,878167
"615","Mujer","Técnicos y Profesionales de Nivel Medio","Llanquihue",61179,110992,182251,186793,263406,218719,223197,317289,338181,390973,397595,385281
"616","Mujer","Trabajadores Agropecuarios y Pesqueros","Llanquihue",38464,59607,150537,244838,153832,102586,117274,148041,186449,127674,265364,223353
"617","Mujer","Trabajadores de Artes Mecánicas y Otros","Llanquihue",34363,61878,75019,59457,154168,96036,135617,120981,179750,210897,188631,202843
"618","Mujer","Trabajadores de Servicios y Vendedores","Llanquihue",24348,82128,79250,109791,167622,126817,138152,168586,197234,218783,203857,241569
"619","Mujer","Trabajadores No Calificados","Llanquihue",24160,36116,46643,74765,62808,73354,78580,99143,140210,171305,152884,178833
"620","Mujer","Empleados de Oficina","Los Andes",20778,97854,89766,104758,143732,130779,183978,206304,302113,254114,297553,354976
"621","Mujer","Fuerzas Armadas","Los Andes",27542,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA
"622","Mujer","Profesionales, Científicos e Intelectuales","Los Andes",86212,102472,148400,296629,233403,295994,346582,352607,417138,868580,609481,629094
"623","Mujer","Trabajadores Agropecuarios y Pesqueros","Los Andes",26040,55622,97109,95000,124523,116038,100462,136754,233675,173672,207143,250000
"624","Mujer","Empleados de Oficina","Magallanes",39970,85852,133330,114588,164811,245184,227018,236870,239081,298656,349441,427952
"625","Mujer","Fuerzas Armadas","Magallanes",108769,109446,NA,4e+05,NA,NA,NA,NA,NA,1531600,430000,783333
"626","Mujer","Profesionales, Científicos e Intelectuales","Magallanes",73454,176265,234080,279375,351091,443635,447850,620005,524360,741151,777962,881516
"627","Mujer","Técnicos y Profesionales de Nivel Medio","Magallanes",63762,167401,133056,176012,206824,381156,318400,409839,359932,411430,490442,571817
"628","Mujer","Trabajadores Agropecuarios y Pesqueros","Magallanes",68403,357262,170212,141076,119320,215933,266577,164576,286195,327089,306451,399611
"629","Mujer","Trabajadores de Artes Mecánicas y Otros","Magallanes",46767,54806,74240,105881,92252,129418,159804,158262,177354,253848,168136,306868
"630","Mujer","Empleados de Oficina","Maipo",31904,76834,135623,151730,172036,177710,199935,217514,264348,260609,291201,358131
"631","Mujer","Fuerzas Armadas","Maipo",63054,NA,NA,120000,622480,280000,NA,NA,NA,NA,611129,471429
"632","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Maipo",188100,220649,423896,328493,277386,336432,553181,517193,401896,327185,448300,468040
"633","Mujer","Profesionales, Científicos e Intelectuales","Maipo",66647,118328,204559,304644,295393,339767,511286,529057,454158,696116,614475,1228869
"634","Mujer","Técnicos y Profesionales de Nivel Medio","Maipo",36754,78140,127340,202398,210199,222838,261153,372388,329694,327775,403557,439407
"635","Mujer","Trabajadores Agropecuarios y Pesqueros","Maipo",40063,63508,82673,90516,108915,88667,158056,202174,183523,191374,277778,250357
"636","Mujer","Trabajadores de Artes Mecánicas y Otros","Maipo",41676,67976,91895,123020,131306,106428,114592,167089,254302,211299,180893,157457
"637","Mujer","Trabajadores de Servicios y Vendedores","Maipo",41609,67978,95419,113021,149564,130352,165177,171596,237437,224213,209724,260187
"638","Mujer","Empleados de Oficina","Malleco",22720,59240,124236,90492,104707,128715,136058,150604,188904,298221,306428,297999
"639","Mujer","Fuerzas Armadas","Malleco",61607,NA,NA,NA,NA,2e+05,NA,NA,NA,NA,4e+05,NA
"640","Mujer","Profesionales, Científicos e Intelectuales","Malleco",62808,99555,153076,181257,287625,281552,403103,476694,444176,513967,607568,728111
"641","Mujer","Técnicos y Profesionales de Nivel Medio","Malleco",109549,136413,344938,135292,207546,164317,190578,217637,202512,367922,351425,347544
"642","Mujer","Trabajadores Agropecuarios y Pesqueros","Malleco",19371,44978,216971,65912,101699,47567,63788,103009,112589,152356,108946,137420
"643","Mujer","Trabajadores de Artes Mecánicas y Otros","Malleco",21744,34864,104728,89768,99301,81804,83887,101802,119731,134594,113125,127088
"644","Mujer","Empleados de Oficina","Marga Marga",26956,103866,119645,125850,164069,162157,171863,174751,235342,296137,283184,315082
"645","Mujer","Fuerzas Armadas","Marga Marga",80012,NA,NA,NA,125500,NA,NA,NA,386750,NA,4e+05,NA
"646","Mujer","Profesionales, Científicos e Intelectuales","Marga Marga",85011,125611,174122,247493,330907,358091,356153,385971,563084,621780,556660,709990
"647","Mujer","Técnicos y Profesionales de Nivel Medio","Marga Marga",117994,140394,136763,144930,191952,183935,222297,223971,357027,588159,358878,406582
"648","Mujer","Trabajadores Agropecuarios y Pesqueros","Marga Marga",34136,NA,72498,86003,91077,91050,232195,120413,204520,161827,212248,248998
"649","Mujer","Trabajadores de Artes Mecánicas y Otros","Marga Marga",50354,56416,58415,94837,131989,161001,124299,129300,223220,124541,154220,179459
"650","Mujer","Empleados de Oficina","Melipilla",33047,71932,95826,144370,158914,177717,179993,227880,218668,251657,302602,320272
"651","Mujer","Fuerzas Armadas","Melipilla",85070,NA,192780,NA,150600,NA,NA,NA,NA,NA,NA,NA
"652","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Melipilla",60400,219965,200982,442794,349562,303656,261582,346751,693712,1057250,310169,444664
"653","Mujer","Profesionales, Científicos e Intelectuales","Melipilla",47198,94280,143086,241400,252193,354017,368021,466369,567335,521248,570691,614000
"654","Mujer","Técnicos y Profesionales de Nivel Medio","Melipilla",45527,66472,99496,145548,178137,207548,242158,376176,353803,302424,345503,410012
"655","Mujer","Trabajadores Agropecuarios y Pesqueros","Melipilla",34058,21460,76531,40860,99275,126974,127525,134259,201143,213478,168750,262083
"656","Mujer","Trabajadores de Artes Mecánicas y Otros","Melipilla",38348,75256,62443,102855,138617,102629,149458,134095,189395,236921,130000,180545
"657","Mujer","Empleados de Oficina","Ñuble",17522,62563,83687,109794,138617,126440,144620,163657,214424,266433,246173,268798
"658","Mujer","Fuerzas Armadas","Ñuble",59593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Ñuble",99000,508949,119430,265467,245572,214213,217546,266453,484681,507111,231789,281352
"660","Mujer","Profesionales, Científicos e Intelectuales","Ñuble",44727,107167,151650,221397,265977,300233,347038,362763,432384,528130,599403,622361
"661","Mujer","Técnicos y Profesionales de Nivel Medio","Ñuble",45322,99866,102972,183205,190225,144909,190483,226868,278272,301301,307699,422275
"662","Mujer","Trabajadores Agropecuarios y Pesqueros","Ñuble",27004,57714,57918,77162,95052,63016,92753,104709,162462,140923,143564,148578
"663","Mujer","Trabajadores de Artes Mecánicas y Otros","Ñuble",28187,47198,43192,76858,86928,77011,86566,85601,145088,132489,139799,118660
"664","Mujer","Trabajadores de Servicios y Vendedores","Ñuble",32936,62393,58405,86022,113441,93323,110837,135618,195448,188246,176602,204736
"665","Mujer","Empleados de Oficina","Osorno",22230,67954,128698,109423,160362,145502,134551,173996,246492,257538,276879,288189
"666","Mujer","Fuerzas Armadas","Osorno",105201,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,NA
"667","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Osorno",175160,143646,297516,478922,372319,573835,195442,378547,539210,393071,418600,247152
"668","Mujer","Profesionales, Científicos e Intelectuales","Osorno",64024,169725,140658,189918,233653,315734,375478,605347,478957,717502,663643,696427
"669","Mujer","Técnicos y Profesionales de Nivel Medio","Osorno",55847,99558,145836,121262,161536,209255,322331,216600,357854,457038,349456,441724
"670","Mujer","Trabajadores Agropecuarios y Pesqueros","Osorno",20297,45450,72165,27240,87975,87290,142675,122340,147850,315683,134048,158159
"671","Mujer","Trabajadores de Artes Mecánicas y Otros","Osorno",36869,46601,63287,64140,81645,79450,102035,101387,152502,230341,108657,154129
"672","Mujer","Trabajadores de Servicios y Vendedores","Osorno",19979,57268,84655,88919,111638,95539,112020,136559,189315,190143,192276,217716
"673","Mujer","Empleados de Oficina","Petorca",39356,55030,110796,94357,114049,104857,153672,187316,202176,226156,245238,298807
"674","Mujer","Fuerzas Armadas","Petorca",47112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Mujer","Profesionales, Científicos e Intelectuales","Petorca",45300,106576,172387,250125,233216,291294,333240,395596,467007,547030,370909,585160
"676","Mujer","Técnicos y Profesionales de Nivel Medio","Petorca",39466,80058,111384,113880,232606,129564,179453,222294,251454,472994,336667,314897
"677","Mujer","Trabajadores Agropecuarios y Pesqueros","Petorca",59520,46092,60595,88680,84237,59198,95561,120772,185348,410858,179953,188806
"678","Mujer","Trabajadores de Artes Mecánicas y Otros","Petorca",38656,117389,62853,119508,105423,73607,177318,145069,192625,195374,95654,184320
"679","Mujer","Empleados de Oficina","Quillota",21315,61663,94252,102677,145933,146480,160270,172258,235987,261393,267487,314902
"680","Mujer","Fuerzas Armadas","Quillota",61756,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,65000
"681","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Quillota",42280,4207550,98385,446392,329974,555353,211273,435828,958458,531880,248235,210849
"682","Mujer","Profesionales, Científicos e Intelectuales","Quillota",36336,84562,171505,175294,411870,342455,402968,418444,502039,498120,511535,558410
"683","Mujer","Técnicos y Profesionales de Nivel Medio","Quillota",160424,268250,114803,196412,204707,213737,237838,214181,258148,260327,290505,362852
"684","Mujer","Trabajadores Agropecuarios y Pesqueros","Quillota",28804,53488,77589,61807,109220,87930,164247,127182,258708,209588,304150,230506
"685","Mujer","Trabajadores de Servicios y Vendedores","Quillota",81661,67990,83840,124312,92826,116817,128405,128381,244530,203536,204135,219932
"686","Mujer","Empleados de Oficina","Ranco",24502,67599,96390,97625,100554,169609,138368,166871,176140,292482,305795,304536
"687","Mujer","Fuerzas Armadas","Ranco",69643,NA,NA,NA,NA,350000,NA,NA,132600,NA,NA,NA
"688","Mujer","Profesionales, Científicos e Intelectuales","Ranco",78520,152153,170289,193103,421680,275664,330482,391171,446986,671576,538244,559331
"689","Mujer","Técnicos y Profesionales de Nivel Medio","Ranco",139520,64380,171360,95000,182728,197451,193042,204562,299513,326157,353862,392081
"690","Mujer","Trabajadores Agropecuarios y Pesqueros","Ranco",57984,489250,NA,320342,351900,89820,64075,173596,227239,306984,94364,155085
"691","Mujer","Trabajadores de Artes Mecánicas y Otros","Ranco",36240,13699,36164,157224,78200,124597,125261,135742,210225,224674,93000,84667
"692","Mujer","Empleados de Oficina","San Antonio",11290,58025,94481,113188,149695,144077,139486,182694,247430,257425,301754,357652
"693","Mujer","Fuerzas Armadas","San Antonio",48320,NA,96390,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Mujer","Operadores y Montadores de Instalaciones y Máquinas","San Antonio",4228,71891,70153,NA,264159,NA,238760,151500,3081000,203484,273250,348524
"695","Mujer","Profesionales, Científicos e Intelectuales","San Antonio",46870,129744,250740,228817,239074,272455,445091,382111,391302,493668,601810,626302
"696","Mujer","Técnicos y Profesionales de Nivel Medio","San Antonio",41250,117136,145034,160366,297076,269252,195073,422863,292258,334737,355248,386618
"697","Mujer","Trabajadores Agropecuarios y Pesqueros","San Antonio",25740,596328,122042,64758,96716,83849,94101,177014,216248,103967,298125,146667
"698","Mujer","Trabajadores de Servicios y Vendedores","San Antonio",59400,89932,91269,125482,120840,108424,118062,213172,271847,188306,208818,242493
"699","Mujer","Empleados de Oficina","San Felipe",21810,58886,92280,105461,126724,138166,145704,155526,230167,248721,272163,330717
"700","Mujer","Fuerzas Armadas","San Felipe",84837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Mujer","Profesionales, Científicos e Intelectuales","San Felipe",88827,81609,192800,182242,289237,305448,366620,344795,464230,540217,452418,584193
"702","Mujer","Técnicos y Profesionales de Nivel Medio","San Felipe",63427,30044,122466,140432,148916,171831,216953,291242,323196,367500,361479,379780
"703","Mujer","Trabajadores Agropecuarios y Pesqueros","San Felipe",36007,58032,76399,64206,88564,106540,137528,140721,188012,185579,253250,240584
"704","Mujer","Trabajadores de Servicios y Vendedores","San Felipe",50155,86927,77890,115722,117982,102925,118207,164570,267721,179184,198735,241148
"705","Mujer","Empleados de Oficina","Santiago",35444,102671,137204,168304,190409,195617,219525,233664,289814,321711,338774,401434
"706","Mujer","Fuerzas Armadas","Santiago",92650,NA,96390,163000,153221,212500,417500,364366,379383,581726,605000,1186225
"707","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Santiago",396296,444515,826694,635455,691091,450299,776893,775612,778014,1061285,765262,918969
"708","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Santiago",92291,105783,96997,124728,164944,157578,199890,237922,329374,342933,266721,325893
"709","Mujer","Profesionales, Científicos e Intelectuales","Santiago",92502,233058,309632,395891,548848,515754,573202,665256,737509,998949,953645,1019405
"710","Mujer","Técnicos y Profesionales de Nivel Medio","Santiago",73329,156073,194064,256426,295078,311512,386883,413588,413496,613361,563667,623450
"711","Mujer","Trabajadores Agropecuarios y Pesqueros","Santiago",45243,62462,87996,231821,366116,94407,478332,130858,188080,322184,271006,354247
"712","Mujer","Trabajadores de Artes Mecánicas y Otros","Santiago",48864,72648,102859,125924,139947,139296,167588,227650,320339,275828,181522,235369
"713","Mujer","Trabajadores de Servicios y Vendedores","Santiago",49334,102769,129098,141282,161750,155482,163297,190079,259340,259089,249673,288761
"714","Mujer","Trabajadores No Calificados","Santiago",132880,50074,76679,84862,105431,108927,125883,140449,179777,206746,198210,237888
"715","Mujer","Empleados de Oficina","Talagante",30792,90401,106539,109862,152144,168495,197004,197370,277456,259092,331091,463777
"716","Mujer","Fuerzas Armadas","Talagante",74940,NA,72114,NA,NA,NA,190000,NA,NA,NA,NA,NA
"717","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Talagante",78520,585155,301535,250000,202425,298507,535047,1155133,578142,819734,272319,400411
"718","Mujer","Profesionales, Científicos e Intelectuales","Talagante",82671,116332,165726,341842,303597,386087,453776,467035,546273,680231,699281,685719
"719","Mujer","Técnicos y Profesionales de Nivel Medio","Talagante",56174,108300,128484,140549,176084,219859,312953,373833,343887,511354,385998,399293
"720","Mujer","Trabajadores Agropecuarios y Pesqueros","Talagante",51995,68672,72373,101505,203812,96850,161406,237552,264832,157762,216000,236250
"721","Mujer","Trabajadores de Artes Mecánicas y Otros","Talagante",32114,82060,66715,64112,122784,121652,126582,254140,268068,242600,238824,184529
"722","Mujer","Trabajadores de Servicios y Vendedores","Talagante",46945,99090,87403,157531,123705,136862,141848,144818,217332,261652,209353,266022
"723","Mujer","Trabajadores No Calificados","Talagante",9900,51034,58216,80449,87346,91341,95477,116111,155059,216654,180950,191939
"724","Mujer","Empleados de Oficina","Talca",39507,86716,95926,108571,129036,142409,156624,158497,218231,263114,291269,321613
"725","Mujer","Fuerzas Armadas","Talca",69972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Talca",174720,211736,162588,154306,295662,211304,372881,302304,562615,362790,292667,248442
"727","Mujer","Profesionales, Científicos e Intelectuales","Talca",59787,112909,169664,278375,232771,364329,350931,396430,522078,625744,750185,744268
"728","Mujer","Técnicos y Profesionales de Nivel Medio","Talca",62113,120495,106962,145133,214438,156071,179024,259630,324107,409531,438282,414526
"729","Mujer","Trabajadores Agropecuarios y Pesqueros","Talca",45872,55970,55743,111098,249054,83558,78597,148211,237194,159803,209407,234122
"730","Mujer","Trabajadores de Artes Mecánicas y Otros","Talca",20680,55976,49052,108092,152531,73684,66604,127505,201750,191617,131357,163786
"731","Mujer","Trabajadores de Servicios y Vendedores","Talca",31408,66568,73759,115930,112032,98151,105516,137902,209572,213482,186155,230960
"732","Mujer","Empleados de Oficina","Tamarugal",35795,42920,267750,114500,156406,129806,142888,172504,258601,276878,336154,344571
"733","Mujer","Fuerzas Armadas","Tamarugal",65131,NA,NA,NA,NA,280000,NA,NA,NA,NA,NA,605000
"734","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Tamarugal",47112,65233,30260,543438,276759,335581,270219,657535,380402,390260,215000,293071
"735","Mujer","Profesionales, Científicos e Intelectuales","Tamarugal",51582,96570,229347,186667,336740,369468,361579,405166,612354,531347,617500,747115
"736","Mujer","Técnicos y Profesionales de Nivel Medio","Tamarugal",68889,NA,132001,280000,199194,205605,203153,210917,334641,345130,596024,369857
"737","Mujer","Trabajadores Agropecuarios y Pesqueros","Tamarugal",37403,152926,30260,53907,120940,79058,95457,87531,120707,176811,161486,153311
"738","Mujer","Trabajadores de Artes Mecánicas y Otros","Tamarugal",20001,58710,NA,108024,98621,118075,99451,94794,450320,307507,253333,179905
"739","Mujer","Empleados de Oficina","Tierra del Fuego",52597,32190,128520,86667,99597,128333,212625,229400,373404,256325,242857,547846
"740","Mujer","Fuerzas Armadas","Tierra del Fuego",24160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000
"741","Mujer","Técnicos y Profesionales de Nivel Medio","Tierra del Fuego",44196,84230,161900,176667,190258,252250,285667,333444,413822,606623,472000,516333
"742","Mujer","Empleados de Oficina","Tocopilla",29465,85339,85118,116886,147478,158077,170999,193774,295290,332766,432159,387214
"743","Mujer","Fuerzas Armadas","Tocopilla",63111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Mujer","Profesionales, Científicos e Intelectuales","Tocopilla",36240,125326,232942,195000,216864,375357,456954,441401,421189,600479,586600,772535
"745","Mujer","Técnicos y Profesionales de Nivel Medio","Tocopilla",59046,144855,109510,62114,367505,220573,236265,361994,275947,435836,1027108,487768
"746","Mujer","Trabajadores de Servicios y Vendedores","Tocopilla",99000,44233,99482,104676,106831,143708,234982,133220,215231,283981,204941,283569
"747","Mujer","Empleados de Oficina","Última Esperanza",38629,53650,93095,125778,139036,126725,130346,245818,234334,756383,330899,349141
"748","Mujer","Fuerzas Armadas","Última Esperanza",67577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Mujer","Profesionales, Científicos e Intelectuales","Última Esperanza",34361,319735,174787,223333,363237,287125,477938,526380,733720,1296190,660000,900521
"750","Mujer","Técnicos y Profesionales de Nivel Medio","Última Esperanza",118990,85840,173065,218333,242478,3e+05,315111,359547,422994,509364,462143,522211
"751","Mujer","Trabajadores Agropecuarios y Pesqueros","Última Esperanza",23600,73825,75197,61777,106177,101694,163404,97702,193412,141810,NA,323222
"752","Mujer","Trabajadores de Artes Mecánicas y Otros","Última Esperanza",18720,9785,55887,169569,30302,70447,101667,94850,133510,173297,176667,306667
"753","Mujer","Empleados de Oficina","Valdivia",31352,88374,146138,120153,129169,202755,159143,169535,265123,270520,277477,292129
"754","Mujer","Fuerzas Armadas","Valdivia",70344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Mujer","Profesionales, Científicos e Intelectuales","Valdivia",52612,100935,190720,156474,326732,358589,403154,392273,512724,660458,596898,707629
"756","Mujer","Técnicos y Profesionales de Nivel Medio","Valdivia",52442,72322,119945,166963,236580,289128,239769,181441,286428,397904,342843,385286
"757","Mujer","Trabajadores Agropecuarios y Pesqueros","Valdivia",44953,280503,37825,56573,NA,95500,143418,173103,144835,202648,136861,135229
"758","Mujer","Trabajadores de Artes Mecánicas y Otros","Valdivia",40347,57371,68239,60125,144681,110473,129088,136340,157423,156406,137313,128160
"759","Mujer","Empleados de Oficina","Valparaíso",31866,79452,100661,123530,153854,158051,162009,175342,246026,307654,303234,292709
"760","Mujer","Fuerzas Armadas","Valparaíso",73497,NA,NA,NA,100400,NA,NA,NA,NA,NA,1e+06,854489
"761","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Valparaíso",235560,842230,204877,226318,366889,298923,397339,512358,669756,461701,449595,445255
"762","Mujer","Profesionales, Científicos e Intelectuales","Valparaíso",57012,124285,195669,272565,417554,299332,424616,595830,560429,698849,722058,737806
"763","Mujer","Técnicos y Profesionales de Nivel Medio","Valparaíso",47705,116211,140541,179042,271641,205204,231643,313497,354104,482169,420243,451129
"764","Mujer","Trabajadores Agropecuarios y Pesqueros","Valparaíso",33687,NA,42762,94918,71874,201950,121643,99680,75839,184869,149500,197380
"765","Mujer","Trabajadores de Artes Mecánicas y Otros","Valparaíso",18462,63271,81697,107476,116857,136693,120316,156083,205847,201624,128362,180172
"766","Mujer","Trabajadores de Servicios y Vendedores","Valparaíso",22952,66356,74923,107074,115906,122156,139601,163228,220487,234200,226628,237913
