"","geography_level","geography_name","geography_id","sex","company_size","year","weighted_mean","weighted_median","ci_weighted_mean","ci_weighted_median"
"14715","comuna","San Ramón","300","Mujer","200 y más personas",2012,274209.173547183,250508.140020323,"[196156, 347209]","[181012, 311398]"
"14716","comuna","San Ramón","300","Mujer","200 y más personas",2013,397378.809003347,400000,"[294003, 532781]","[192079, 522808]"
"14717","comuna","San Ramón","300","Mujer","200 y más personas",2014,339608.854545422,300000,"[262123, 415006]","[225000, 338144]"
"14718","comuna","San Ramón","300","Mujer","200 y más personas",2015,398925.684717403,392890.823510394,"[314279, 489084]","[280000, 500135]"
"14719","comuna","San Vicente","302","Mujer","200 y más personas",2010,251398.778323108,232474.33845854,"[157800, 372461]","[128427, 418543]"
"14720","comuna","San Vicente","302","Mujer","200 y más personas",2011,127864.511388385,142552.113726182,"[39872, 228086]","[39872, 258495]"
"14721","comuna","San Vicente","302","Mujer","200 y más personas",2012,296750.493826039,299618.922496341,"[190484, 378845]","[151849, 401804]"
"14722","comuna","San Vicente","302","Mujer","200 y más personas",2013,220573.801487227,211721.706901817,"[178798, 267281]","[188732, 277866]"
"14723","comuna","San Vicente","302","Mujer","200 y más personas",2014,311918.712452206,269949.37183574,"[200474, 446911]","[168968, 494907]"
"14724","comuna","San Vicente","302","Mujer","200 y más personas",2015,416128.819101306,315799.469814131,"[289992, 603972]","[280076, 600162]"
"14725","comuna","Santa Bárbara","303","Mujer","200 y más personas",2013,440596.475372799,440596.475372799,"[440596, 440596]","[440596, 440596]"
"14726","comuna","Santa Bárbara","303","Mujer","200 y más personas",2014,348595.79306424,348595.79306424,"[131355, 565837]","[131355, 565837]"
"14727","comuna","Santa Bárbara","303","Mujer","200 y más personas",2015,227724.121695039,227724.121695039,"[108440, 347008]","[108440, 347008]"
"14728","comuna","Santa Cruz","304","Mujer","200 y más personas",2010,368592.298681143,433559.450008843,"[284168, 452896]","[191708, 500000]"
"14729","comuna","Santa Cruz","304","Mujer","200 y más personas",2011,374994.725777147,393491.348322783,"[237129, 450000]","[203521, 450000]"
"14730","comuna","Santa Cruz","304","Mujer","200 y más personas",2012,367054.303018027,320000,"[281006, 453417]","[247600, 477400]"
"14731","comuna","Santa Cruz","304","Mujer","200 y más personas",2013,263733.586846878,270873.864603409,"[183293, 353810]","[165977, 374000]"
"14732","comuna","Santa Cruz","304","Mujer","200 y más personas",2014,377460.449577412,305908.089623359,"[279484, 500299]","[252000, 580922]"
"14733","comuna","Santa Cruz","304","Mujer","200 y más personas",2015,467873.620370875,324987.495206019,"[322607, 639899]","[281671, 515777]"
"14734","comuna","Santa Juana","305","Mujer","200 y más personas",2010,172141.199364534,180526.322002682,"[134968, 206054]","[137906, 217427]"
"14735","comuna","Santa Juana","305","Mujer","200 y más personas",2011,426174.267181867,461215.050917243,"[282236, 544179]","[238769, 581680]"
"14736","comuna","Santa Juana","305","Mujer","200 y más personas",2012,397166.683629846,319112.327444366,"[303418, 503502]","[256462, 512867]"
"14737","comuna","Santa Juana","305","Mujer","200 y más personas",2013,384159.471147071,373561.766221039,"[311364, 472023]","[305143, 419795]"
