"","sex","company_size","geography_name","geography_id","year","weighted_median"
"1907","Mujer","Menos de 5","San Felipe","p57",2011,79744.288803234
"1908","Mujer","Menos de 5","San Felipe","p57",2012,138927.127190677
"1909","Mujer","Menos de 5","San Felipe","p57",2013,150034.452810847
"1910","Mujer","Menos de 5","San Felipe","p57",2014,121112.706343635
"1911","Mujer","Menos de 5","San Felipe","p57",2015,103126.780667953
"1912","Mujer","Menos de 5","Santiago","p131",2010,129946.374094516
"1913","Mujer","Menos de 5","Santiago","p131",2011,150724.981046247
"1914","Mujer","Menos de 5","Santiago","p131",2012,140786.951713969
"1915","Mujer","Menos de 5","Santiago","p131",2013,150203.34387709
"1916","Mujer","Menos de 5","Santiago","p131",2014,188841.686950112
"1917","Mujer","Menos de 5","Santiago","p131",2015,175000
"1918","Mujer","Menos de 5","Talagante","p136",2010,90000
"1919","Mujer","Menos de 5","Talagante","p136",2011,99982.4475163027
"1920","Mujer","Menos de 5","Talagante","p136",2012,160764.380824125
"1921","Mujer","Menos de 5","Talagante","p136",2013,119546.844092789
"1922","Mujer","Menos de 5","Talagante","p136",2014,153022.093429831
"1923","Mujer","Menos de 5","Talagante","p136",2015,150311.496141682
"1924","Mujer","Menos de 5","Talca","p71",2010,98989.3105625095
"1925","Mujer","Menos de 5","Talca","p71",2011,79744.288803234
"1926","Mujer","Menos de 5","Talca","p71",2012,100451.030927835
"1927","Mujer","Menos de 5","Talca","p71",2013,150262.070847485
"1928","Mujer","Menos de 5","Talca","p71",2014,155885.830883724
"1929","Mujer","Menos de 5","Talca","p71",2015,143227.894200354
"1930","Mujer","Menos de 5","Tamarugal","p12",2010,137022.130809511
"1931","Mujer","Menos de 5","Tamarugal","p12",2011,94831.5588374361
"1932","Mujer","Menos de 5","Tamarugal","p12",2012,172075.128874534
"1933","Mujer","Menos de 5","Tamarugal","p12",2013,147956.610456861
"1934","Mujer","Menos de 5","Tamarugal","p12",2014,119978.562852083
"1935","Mujer","Menos de 5","Tamarugal","p12",2015,155977.151676613
"1936","Mujer","Menos de 5","Tierra del Fuego","p123",2010,403230.277185501
"1937","Mujer","Menos de 5","Tierra del Fuego","p123",2011,250000
"1938","Mujer","Menos de 5","Tierra del Fuego","p123",2012,295000
"1939","Mujer","Menos de 5","Tierra del Fuego","p123",2014,1500000
"1940","Mujer","Menos de 5","Tierra del Fuego","p123",2015,1061633.23368652
"1941","Mujer","Menos de 5","Tocopilla","p23",2010,125858.373481606
"1942","Mujer","Menos de 5","Tocopilla","p23",2011,174968.619394526
"1943","Mujer","Menos de 5","Tocopilla","p23",2012,54811.7174659835
"1944","Mujer","Menos de 5","Tocopilla","p23",2013,293309.126016971
"1945","Mujer","Menos de 5","Tocopilla","p23",2014,323144.249180324
"1946","Mujer","Menos de 5","Tocopilla","p23",2015,172707.776479699
"1947","Mujer","Menos de 5","Última Esperanza","p124",2010,234282.819622317
"1948","Mujer","Menos de 5","Última Esperanza","p124",2011,180086.268499119
"1949","Mujer","Menos de 5","Última Esperanza","p124",2012,151178.769502498
"1950","Mujer","Menos de 5","Última Esperanza","p124",2013,168696.078575136
"1951","Mujer","Menos de 5","Última Esperanza","p124",2014,228136.527215474
"1952","Mujer","Menos de 5","Última Esperanza","p124",2015,177938.132656989
"1953","Mujer","Menos de 5","Valdivia","p141",2010,76066.212606655
"1954","Mujer","Menos de 5","Valdivia","p141",2011,74519.7476494488
"1955","Mujer","Menos de 5","Valdivia","p141",2012,100000
"1956","Mujer","Menos de 5","Valdivia","p141",2013,149433.555115986
"1957","Mujer","Menos de 5","Valdivia","p141",2014,114107.695010505
"1958","Mujer","Menos de 5","Valdivia","p141",2015,100397.429002398
"1959","Mujer","Menos de 5","Valparaíso","p51",2010,99931.6072300928
"1960","Mujer","Menos de 5","Valparaíso","p51",2011,89887.0856065739
"1961","Mujer","Menos de 5","Valparaíso","p51",2012,139341.508263394
"1962","Mujer","Menos de 5","Valparaíso","p51",2013,135225.671243779
"1963","Mujer","Menos de 5","Valparaíso","p51",2014,153087.658755521
"1964","Mujer","Menos de 5","Valparaíso","p51",2015,150040.591737327
"1965","Mujer","Menos de 5",NA,NA,2010,39529.5253394309
"1966","Mujer","Menos de 5",NA,NA,2011,46384.6197439042
"1967","Mujer","Menos de 5",NA,NA,2012,73242.841052068
"1968","Mujer","De 5 a 10 personas","Antofagasta","p21",2010,294504.56111491
"1969","Mujer","De 5 a 10 personas","Antofagasta","p21",2011,292075.743146166
"1970","Mujer","De 5 a 10 personas","Antofagasta","p21",2012,349708.650027797
"1971","Mujer","De 5 a 10 personas","Antofagasta","p21",2013,339326.458540696
"1972","Mujer","De 5 a 10 personas","Antofagasta","p21",2014,266058.235549819
"1973","Mujer","De 5 a 10 personas","Antofagasta","p21",2015,400108.244632872
"1974","Mujer","De 5 a 10 personas","Arauco","p82",2010,186980.070518703
"1975","Mujer","De 5 a 10 personas","Arauco","p82",2011,202931.94187027
"1976","Mujer","De 5 a 10 personas","Arauco","p82",2012,169297.389904823
"1977","Mujer","De 5 a 10 personas","Arauco","p82",2013,191434.585359551
"1978","Mujer","De 5 a 10 personas","Arauco","p82",2014,219438.245320091
"1979","Mujer","De 5 a 10 personas","Arauco","p82",2015,240253.219903575
"1980","Mujer","De 5 a 10 personas","Arica","p151",2010,156662.755266603
"1981","Mujer","De 5 a 10 personas","Arica","p151",2011,160730.914951657
"1982","Mujer","De 5 a 10 personas","Arica","p151",2012,169220.496638742
"1983","Mujer","De 5 a 10 personas","Arica","p151",2013,182521.358204754
"1984","Mujer","De 5 a 10 personas","Arica","p151",2014,199993.132995748
"1985","Mujer","De 5 a 10 personas","Arica","p151",2015,216123.747543129
"1986","Mujer","De 5 a 10 personas","Aysén","p112",2010,215765.587701891
"1987","Mujer","De 5 a 10 personas","Aysén","p112",2011,269372.539993064
"1988","Mujer","De 5 a 10 personas","Aysén","p112",2012,219628.346654101
"1989","Mujer","De 5 a 10 personas","Aysén","p112",2013,350334.977231559
"1990","Mujer","De 5 a 10 personas","Aysén","p112",2014,291395.312170869
"1991","Mujer","De 5 a 10 personas","Aysén","p112",2015,400108.244632872
"1992","Mujer","De 5 a 10 personas","Bíobío","p83",2010,103706.107660723
