"","geography_level","geography_name","geography_id","sex","work_day","year","weighted_mean","weighted_median","lb_weighted_mean","ub_weighted_mean","lb_weighted_median","ub_weighted_median","ci_weighted_mean","ci_weighted_median"
"152","comuna","Cañete",28,"Hombre","Completa",2015,298413.938934402,250000,235113,394679,200043,300081,"[235113, 394679]","[200043, 300081]"
"153","comuna","Carahue",29,"Hombre","Completa",2010,137016.452114389,122677.431347241,113259,165276,83480,143704,"[113259, 165276]","[83480, 143704]"
"154","comuna","Carahue",29,"Hombre","Completa",2011,117830.490460693,78727.9797738052,81871,152243,60962,120000,"[81871, 152243]","[60962, 120000]"
"155","comuna","Carahue",29,"Hombre","Completa",2012,135496.44591891,100417.623741966,101000,188374,73292,154352,"[101000, 188374]","[73292, 154352]"
"156","comuna","Carahue",29,"Hombre","Completa",2013,168149.2481207,134785.819286253,130705,221469,78276,206766,"[130705, 221469]","[78276, 206766]"
"157","comuna","Carahue",29,"Hombre","Completa",2014,202962.373696839,178513.044975021,173193,242758,142970,222885,"[173193, 242758]","[142970, 222885]"
"158","comuna","Carahue",29,"Hombre","Completa",2015,217438.266362961,194968.73310066,144576,290993,99354,211722,"[144576, 290993]","[99354, 211722]"
"159","comuna","Cartagena",30,"Hombre","Completa",2010,222877.652433732,176026.992619895,156800,336304,145921,219019,"[156800, 336304]","[145921, 219019]"
"160","comuna","Cartagena",30,"Hombre","Completa",2011,311002.726332612,259168.93861051,204195,457533,178428,377539,"[204195, 457533]","[178428, 377539]"
"161","comuna","Cartagena",30,"Hombre","Completa",2012,392907.03240059,251127.577319588,223787,708255,200902,301353,"[223787, 708255]","[200902, 301353]"
"162","comuna","Cartagena",30,"Hombre","Completa",2013,297113.756518612,298867.110231973,231771,353115,199245,398489,"[231771, 353115]","[199245, 398489]"
"163","comuna","Cartagena",30,"Hombre","Completa",2014,321606.3503969,319939.996249766,314941,329938,314941,329938,"[314941, 329938]","[314941, 329938]"
"164","comuna","Cartagena",30,"Hombre","Completa",2015,383703.806602924,400108.244632872,300721,451322,240065,510138,"[300721, 451322]","[240065, 510138]"
"165","comuna","Casablanca",31,"Hombre","Completa",2010,411922.30433697,249829.018075232,250285,615834,219850,699521,"[250285, 615834]","[219850, 699521]"
"166","comuna","Casablanca",31,"Hombre","Completa",2011,360178.371094607,249200.902510106,231081,520082,181418,687794,"[231081, 520082]","[181418, 687794]"
"167","comuna","Casablanca",31,"Hombre","Completa",2012,275068.406357388,202408.827319588,170838,448497,145654,477142,"[170838, 448497]","[145654, 477142]"
"168","comuna","Casablanca",31,"Hombre","Completa",2014,573762.082660181,381434.52719348,294461,963669,194380,424377,"[294461, 963669]","[194380, 424377]"
"169","comuna","Casablanca",31,"Hombre","Completa",2015,817651.424604615,397613.545816734,308770,1816174,297269,565482,"[308770, 1816174]","[297269, 565482]"
"170","comuna","Castro",32,"Hombre","Completa",2010,315892.055542379,202046.62222195,250575,404451,179877,250000,"[250575, 404451]","[179877, 250000]"
"171","comuna","Castro",32,"Hombre","Completa",2011,350863.270841602,276774.1698389,317448,407085,249777,353158,"[317448, 407085]","[249777, 353158]"
"172","comuna","Castro",32,"Hombre","Completa",2012,489031.654463508,319683.514139212,401373,594166,253860,510650,"[401373, 594166]","[253860, 510650]"
"173","comuna","Castro",32,"Hombre","Completa",2013,481937.462153697,344807.309185948,380893,577111,290304,434517,"[380893, 577111]","[290304, 434517]"
"174","comuna","Castro",32,"Hombre","Completa",2014,514291.771034649,300000,428503,629949,252606,366424,"[428503, 629949]","[252606, 366424]"
"175","comuna","Castro",32,"Hombre","Completa",2015,486299.012945171,323706.32338183,385918,578557,300081,386084,"[385918, 578557]","[300081, 386084]"
"176","comuna","Catemu",33,"Hombre","Completa",2010,293988.492331068,206808.1159945,239724,352307,174478,255040,"[239724, 352307]","[174478, 255040]"
"177","comuna","Catemu",33,"Hombre","Completa",2011,316282.978771047,258265.861328134,282576,368843,232832,297649,"[282576, 368843]","[232832, 297649]"
"178","comuna","Catemu",33,"Hombre","Completa",2012,438836.914251625,394400.618575142,380718,526806,329355,435017,"[380718, 526806]","[329355, 435017]"
"179","comuna","Catemu",33,"Hombre","Completa",2013,369361.572745802,350552.541375809,316556,427847,310048,398489,"[316556, 427847]","[310048, 398489]"
"180","comuna","Catemu",33,"Hombre","Completa",2014,456847.104744081,424841.237692244,404608,530793,351972,521229,"[404608, 530793]","[351972, 521229]"
"181","comuna","Catemu",33,"Hombre","Completa",2015,575722.255053602,400000,395668,893265,350095,426055,"[395668, 893265]","[350095, 426055]"
"182","comuna","Cauquenes",34,"Hombre","Completa",2010,214933.278723551,171882.36443576,179849,259458,150147,179942,"[179849, 259458]","[150147, 179942]"
"183","comuna","Cauquenes",34,"Hombre","Completa",2011,233302.477943978,199360.722008085,207301,274020,179688,204345,"[207301, 274020]","[179688, 204345]"
"184","comuna","Cauquenes",34,"Hombre","Completa",2012,249671.869419176,216713.123981896,220533,292245,195676,233740,"[220533, 292245]","[195676, 233740]"
