"264","Talagante","Mujer",51783,57348,97811,154437,127153,169698,205349,215475,264911,296546,313577,387605
"265","Talca","Hombre",83597,128290,138289,205609,234261,323768,268977,267912,386316,417361,471614,557060
"266","Talca","Mujer",49184,80622,98195,205609,166976,209888,285788,231017,301354,280565,327925,391842
"267","Talcahuano","Hombre",101226,82381,149586,165953,232774,245732,270248,328003,371025,414525,439981,424737
"268","Talcahuano","Mujer",57431,55222,122937,165953,144128,148406,181779,225184,280918,380142,306620,352732
"269","Temuco","Hombre",107033,107604,199447,202741,374777,447786,331752,329453,544916,469506,392399,485177
"270","Temuco","Mujer",58587,64780,119306,202741,288983,259635,276004,269694,314748,492106,328328,377846
"271","Teno","Hombre",56129,126061,84757,87185,124626,208474,133638,195623,306379,311766,254544,329647
"272","Teno","Mujer",40563,59298,65171,87185,107571,112599,106688,150899,202461,251954,222285,249303
"273","Teodoro Schmidt","Hombre",40517,78952,NA,74397,87043,111311,139729,127555,206031,255786,230587,246781
"274","Teodoro Schmidt","Mujer",52270,81056,NA,74397,181687,127266,131194,150979,303848,228300,117434,242800
"275","Tierra Amarilla","Hombre",60821,133951,106798,146222,198524,214995,202569,315614,316820,442803,410743,430756
"276","Tierra Amarilla","Mujer",35910,71673,77463,146222,213741,157799,141015,158759,226333,234853,268519,301681
"277","Tiltil","Hombre",69762,94015,125567,NA,203621,200837,247787,258752,445693,323328,408207,388706
"278","Tiltil","Mujer",49543,62653,80182,NA,157093,154131,160388,199527,330722,268852,231769,278483
