candidato_id,candidato,candidato_2
166.0,Camila Vallejo Dowling,CAMILA  VALLEJO DOWLING
165.0,Cristian Raul Avila Cerda,CRISTIAN RAUL AVILA CERDA
164.0,Cristobal Saez Valdebenito,CRISTOBAL SAEZ VALDEBENITO
163.0,Juan Carlos Ruz Herrera,JUAN CARLOS RUZ HERRERA
162.0,Salvador Victor Ojeda Vasquez,SALVADOR VICTOR OJEDA VASQUEZ
161.0,Luis Esteban Pizarro Veliz,LUIS ESTEBAN PIZARRO VELIZ
17.0,Orlando Severo Vargas Pizarro,ORLANDO SEVERO VARGAS PIZARRO
160.0,Gonzalo Eugenio Montoya Riquelme,GONZALO EUGENIO MONTOYA RIQUELME
159.0,Gonzalo Diaz del Rio Riesco,GONZALO DIAZ DEL RIO RIESCO
158.0,Felipe Salaberry Soto,FELIPE SALABERRY SOTO
157.0,Claudio Arriagada Macaya,CLAUDIO ARRIAGADA MACAYA
156.0,Ramon Farias Ponce,RAMON  FARIAS PONCE
155.0,Antonio Alfredo Reyes Guasta,ANTONIO ALFREDO REYES GUASTA
154.0,Virjinia Toro Cepeda,VIRJINIA  TORO CEPEDA
153.0,Gonzalo Gachot Hernandez,GONZALO  GACHOT HERNANDEZ
152.0,Claudio Marcelo Venegas Rojas,CLAUDIO MARCELO VENEGAS ROJAS
151.0,Eduardo Giesen Amtmann,EDUARDO GIESEN AMTMANN
16.0,Ximena Valcarce Becerra,XIMENA  VALCARCE BECERRA
150.0,Raul Florcita Alarcon Rojas,RAUL FLORCITA ALARCON ROJAS
149.0,Victor Jeame Barrueto,VICTOR JEAME BARRUETO
148.0,Catalina del Real Mihovilovic,CATALINA DEL REAL MIHOVILOVIC
147.0,Jose Antonio Kast Rist,JOSE ANTONIO KAST RIST
146.0,Jaime Pilowsky Greene,JAIME  PILOWSKY GREENE
145.0,Lucas Blaset Perez,LUCAS BLASET PEREZ
144.0,Cristian Hormazabal Cepeda,CRISTIAN  HORMAZABAL CEPEDA
143.0,Atilio Herrera Ortiz,ATILIO  HERRERA ORTIZ
142.0,Catalina Valenzuela Maureira,CATALINA  VALENZUELA MAUREIRA
141.0,Beatriz Violeta Stager Ruiz,BEATRIZ VIOLETA STAGER RUIZ
15.0,Nino Baltolu Rasera,NINO BALTOLU RASERA
140.0,Patricia Morales Errazuriz,PATRICIA MORALES ERRAZURIZ
139.0,Enrique Luis Accorsi Opazo,ENRIQUE LUIS ACCORSI OPAZO
138.0,Sebastian Iglesias Sichel Ramirez,SEBASTIAN IGLESIAS SICHEL RAMIREZ
137.0,Ernesto Silva Mendez,ERNESTO SILVA MENDEZ
136.0,Cristian Monckeberg Bruner,CRISTIAN MONCKEBERG BRUNER
135.0,Eduardo Francisco Contreras Marin,EDUARDO FRANCISCO  CONTRERAS MARIN
134.0,Octavio Gonzalez Ojeda,OCTAVIO  GONZALEZ OJEDA
133.0,Cristian Orellana Alvarez,CRISTIAN ORELLANA ALVAREZ
131.0,Mario Tomas Schilling Fuenzalida,MARIO TOMAS SCHILLING FUENZALIDA
130.0,Monica Zalaquett Said,MONICA  ZALAQUETT SAID
129.0,Felipe Kast Sommerhoff,FELIPE  KAST SOMMERHOFF
128.0,Giorgio Jackson Drago,GIORGIO JACKSON DRAGO
126.0,Cristian Orlando Villarroel Novoa,CRISTIAN ORLANDO VILLARROEL NOVOA
125.0,Francisco Figueroa Cerda,FRANCISCO  FIGUEROA CERDA
124.0,Jose Labbe Martinez,JOSE  LABBE MARTINEZ
123.0,Sebastian Pavlovic Jeldres,SEBASTIAN  PAVLOVIC JELDRES
122.0,Maya Fernandez Allende,MAYA  FERNANDEZ ALLENDE
121.0,Marcela Sabat Fernandez,MARCELA  SABAT FERNANDEZ
13.0,Vlado Mirosevic Verdugo,VLADO MIROSEVIC VERDUGO
120.0,Esteban Infante Alcaino,ESTEBAN  INFANTE ALCAINO
119.0,Natalia Burgos Leon,NATALIA  BURGOS LEON
118.0,Jose Fuentes Soto,JOSE  FUENTES SOTO
116.0,Claudia Mix Jimenez,CLAUDIA  MIX JIMENEZ
115.0,Maria Teresa Alvarez Aguilar,MARIA TERESA ALVAREZ AGUILAR
114.0,Camilo Lagos Miranda,CAMILO  LAGOS MIRANDA
113.0,Lorena Pizarro Sierra,LORENA  PIZARRO SIERRA
112.0,Alejandro Almendares Calderon,ALEJANDRO  ALMENDARES CALDERON
111.0,Joaquin Lavin Leon,JOAQUIN  LAVIN LEON
12.0,Luis Rocafull Lopez,LUIS  ROCAFULL LOPEZ
110.0,Pepe Auth Stewart,PEPE AUTH STEWART
109.0,Luis Alberto Corrales Villalobos,LUIS ALBERTO CORRALES VILLALOBOS
108.0,Cristian Fuentes Manriquez,CRISTIAN FUENTES MANRIQUEZ
107.0,Hector Carlos Ticuna Vilca,HECTOR CARLOS TICUNA VILCA
106.0,Cristian Andres Jamett Pizarro,CRISTIAN ANDRES JAMETT PIZARRO
105.0,Marta Isasi Barbieri,MARTA  ISASI BARBIERI
104.0,Juan Carlos Liendo Salas,JUAN CARLOS LIENDO SALAS
102.0,Renzo Trisotti Martinez,RENZO  TRISOTTI MARTINEZ
101.0,Hugo Gutierrez Galvez,HUGO  GUTIERREZ GALVEZ
215.0,Marisela del Carmen Santibanez Novoa,MARISELA DEL CARMEN SANTIBAÑEZ NOVOA
87.0,Oriele Maria Eugenia Nunez Serrano,ORIELE MARIA EUGENIA NUÑEZ SERRANO
201.0,Gonzalo Eduardo Iniguez Gonzalez,GONZALO EDUARDO IÑIGUEZ GONZALEZ
294.0,Guillermo Antonio Acuna Chavez,GUILLERMO ANTONIO ACUÑA CHAVEZ
32.0,Rodrigo Alex Gorigoitia Munoz,RODRIGO ALEX GORIGOITIA MUÑOZ
170.0,Jose Antonio Henriquez Muniz,JOSE ANTONIO HENRIQUEZ MUÑIZ
335.0,Gonzalo Eduardo Reyes Munoz,GONZALO EDUARDO REYES MUÑOZ
307.0,Ricardo Mauricio Mora Munoz,RICARDO MAURICIO MORA MUÑOZ
132.0,Rony Esteban Nunez Mesquida,RONY ESTEBAN NUÑEZ MESQUIDA
438.0,Maria Gladis Oyarzo Zuniga,MARIA GLADIS OYARZO ZUÑIGA
27.0,Marco Antonio Nunez Lozano,MARCO ANTONIO NUÑEZ LOZANO
58.0,Fernando Rodriguez Vicuna,FERNANDO RODRIGUEZ VICUÑA
421.0,Luis Felipe Zuniga Obando,LUIS FELIPE ZUÑIGA OBANDO
190.0,Juan Luis Lemunir Epuyao,JUAN LUIS LEMUÑIR EPUYAO
52.0,Patricio Munoz Castillo,PATRICIO  MUÑOZ CASTILLO
398.0,Pablo Andres Moya Nunez,PABLO ANDRES MOYA NUÑEZ
268.0,Miguel Angel Mino Lillo,MIGUEL ANGEL MIÑO LILLO
198.0,Marcela Labrana Santana,MARCELA  LABRAÑA SANTANA
469.0,Daniel Nunez Arancibia,DANIEL  NUÑEZ ARANCIBIA
463.0,Pablo Argandona Medina,PABLO  ARGANDOÑA MEDINA
21.0,Christian Urizar Munoz,CHRISTIAN  URIZAR MUÑOZ
117.0,Julio Munoz San Martin,JULIO MUÑOZ SAN MARTIN
310.0,Frank Sauerbaum Munoz,FRANK  SAUERBAUM MUÑOZ
288.0,Paulina Nunez Urrutia,PAULINA  NUÑEZ URRUTIA
199.0,Victor Ortiz Avendano,VICTOR  ORTIZ AVENDAÑO
41.0,Joaquin Godoy Ibanez,JOAQUIN GODOY IBAÑEZ
279.0,Mauricio Munoz Rojas,MAURICIO  MUÑOZ ROJAS
241.0,Lucia Munoz Sandoval,LUCIA  MUÑOZ SANDOVAL
171.0,Max Saldana Carrasco,MAX  SALDAÑA CARRASCO
456.0,Gloria Vilicic Pena,GLORIA  VILICIC PEÑA
417.0,Adolfo Alvial Munoz,ADOLFO ALVIAL MUÑOZ
263.0,Celso Morales Munoz,CELSO  MORALES MUÑOZ
103.0,Nestor Jofre Nunez,NESTOR  JOFRE NUÑEZ
1.0,Michelle Bachelet Jeria,
2.0,Evelyn Matthei Fornet,
3.0,Marco Enriquez-Ominami Gumucio,
4.0,Franco Aldo Parisi Fernandez,
5.0,Marcel Claude Reyes,
6.0,Alfredo Sfeir Younis,
7.0,Roxana Miranda Meneses,
10.0,Ricardo Israel Zipper,
11.0,Tomas Jocelyn-Holt Letelier,
14.0,Eduardo Pinones Pinones,
43.0,Jorge Coulon Larranaga,
127.0,Rodrigo Roman Andone,
192.0,Carlos Ripetti Pena,
323.0,Francesca Munoz Gonzalez,
333.0,Sergio Bobadilla Munoz,
363.0,Enrique Estay Penaloza,
482.0,Jaime Orpis Bouchon,
483.0,Rossi Ciocca Fulvio,
484.0,Daniel Espinoza Cavieres,
485.0,Urrutia Cardenas Salvador,
486.0,Julio Lagos Cosgrove,
487.0,Andres Zaldivar Larrain,
488.0,Juan Antonio Coloma Correa,
489.0,Robert Morrison Munro,
490.0,Jaime Gazmuri Mujica,
491.0,Mercedes Bravo Valenzuela,
492.0,Ximena Rincon Gonzalez,
493.0,Hernan Larrain Fernandez,
494.0,Juan Ariztia Correa,
496.0,Marilen Cabrera Olmos,
497.0,Alberto Espina Otero,
498.0,Jaime Quintana Leal,
500.0,Cecilia Villouta Carpinello,
501.0,Roberto Munoz Barra,
502.0,Enrique Sanhueza Burgoa,
503.0,Juan Enrique Prieto Urzua,
504.0,Eugenio Tuma Zedan,
505.0,Jose Garcia Ruminot,
506.0,Ena Von Baer Jahn,
507.0,Francisco Huenchumilla Jaramillo,
508.0,Eduardo Diaz del Rio,
509.0,Jose Villagran Sandoval,
511.0,Patricio Walker Prieto,
512.0,Antonio Horvath Kiss,
513.0,Eduardo Cruces Burgos,
514.0,Paz Foitzich Sandoval,
516.0,Isabel Allende Bussi,
517.0,Baldo Prokurica Prokurica,
518.0,Cristian Letelier Aguilar,
519.0,Antonio Leal Labrin,
521.0,Robinson Pena Moraleda,
522.0,Lily Perez San Martin,
523.0,Ignacio Walker Prieto,
524.0,Nelson Avila Contreras,
525.0,Marcelo Forni Lobos,
526.0,Carlos Ominami Pascual,
527.0,Cristian Garcia-Huidobro Lira,
528.0,Lautaro Velasquez Carrasco,
529.0,Francisco Chahuan Chahuan,
530.0,Ricardo Lagos Weber,
531.0,Hernan Pinto Miranda,
532.0,Joaquin Lavin Infante,
533.0,Juan Guzman Tapia,
534.0,Raul Silva Vergara,
535.0,Alejandro Navarro Brain,
536.0,Jacqueline Van Rysselberghe Herrera,
537.0,Daniel Contesse Gonzalez,
538.0,Camilo Escalona Medina,
539.0,Rafael Eduardo Garay Pita,
540.0,Osman Lenin Vasquez Varela,
541.0,Graciela Gonzalez Gatica,
542.0,Javier Sandoval Ojeda,
543.0,Loreto Munoz Gutierrez,
544.0,Felipe Harboe Bascunan,
545.0,Victor Perez Varela,
546.0,Rosa Oyarce Suazo,
547.0,Hosain Sabag Castillo,
548.0,Juanita Odett Carrasco Fray,
549.0,Hector Joaquin Seguel San Martin,
550.0,Alfonso de Urresti Longton,
552.0,Fernando Andres Schultz Oettinger,
553.0,Abernego Mardones Riquelme,
554.0,Alejandro Aravena Retamal,
555.0,Dulcelina Yolanda Isabel Candia Oakley,
556.0,Rodrigo Munoz Figueroa,
557.0,Rabindranath Quinteros Lara,
558.0,Ivan Moreira Barros,
559.0,Carlos Ignacio Kuschel Silva,
560.0,Gabriel Ascencio Mansilla,
561.0,Carolina Goic Boroevic,
562.0,Carlos Bianchi Chelech,
563.0,Sergio Tapia Ogeda,
564.0,Miodrag Marinovic Solo de Zaldivar,
565.0,Francisco Berger Dempster,
566.0,Pedro Munoz Aburto,
567.0,Alejandro Guillier Alvarez,
568.0,Pedro Araya Guerrero,
569.0,Manuel Rojas Molina,
570.0,Carlos Cantero Ojeda,
571.0,Daniel Andres Guevara Cortes,
572.0,Jimena Estrella Orrego Henriquez,
573.0,Gisela Contreras Brana,
574.0,Jorge Pizarro Soto,
575.0,Adriana Munoz D'albora,
576.0,Gonzalo Uriarte Herrera,
577.0,Mario Bertolino Rendic,
578.0,Luis Vega Gonzalez,
579.0,Guido Girardi Lavin,
580.0,Andres Allamand Zavala,
581.0,Pablo Zalaquett Said,
582.0,Alberto Undurraga Vicuna,
583.0,Eduardo Gutierrez Gonzalez,
584.0,Sergio Enrique Flores Ramirez,
585.0,Wilfredo Alfsen Ovando,
586.0,Carlos Alberto Munoz Flores,
587.0,Manuel Jose Ossandon Irarrazabal,
588.0,Carlos Montes Cisternas,
589.0,Soledad Alvear Valenzuela,
590.0,Laurence Golborne Riveros,
591.0,Jose Antonio Carreno Fraile,
592.0,Esteban Valerio Silva Cuadra,
593.0,Luis Mariano Rendon Escobar,
594.0,Ivan Carrasco Mora,
595.0,Juan Guillermo Ossa Lagarrigue,
596.0,Patricio Guzman Sinkovich,
597.0,Juan Pablo Letelier Morel,
598.0,Alejandro Garcia-Huidobro Sanfuentes,
599.0,Alberto Cardemil Herrera,
600.0,Juan Carlos Latorre Carmona,
601.0,Luis Felipe Garcia Merino,
602.0,Jose Luis Yanez Maldonado,
603.0,Santiago Enrique Vera Torrealba,
604.0,Guillermo Urquiza Tapia,
605.0,Victor Pinto Munoz,
606.0,Luis Ernesto Ahumada Hormazabal,
607.0,Roberto Torres Huerta,
608.0,Fidel Valenzuela Madrid,
609.0,Nivaldo Eusebio Pinaleo Llaulen,
610.0,Felix Segundo Vita Manquepi,
611.0,Carmen Bou Bou,
612.0,Gudelio Ramirez Ibarbe,
613.0,Patricio Elias Ferreira Rivera,
614.0,Ramon Galleguillos Castillo,
615.0,German Antonio Quiroz Cancino,
616.0,Daniel Josue Sola Alfaro,
617.0,Ruben Alejandro Lopez Parada,
618.0,Farid Llamil Danilla Amudio,
619.0,Carlos Gomez Miranda,
620.0,Federico Kruger Finsterbusch,
621.0,Soledad Moreno Nunez,
622.0,Juan Carlos Alfaro Aravena,
623.0,Angela Guerra Araya,
624.0,Rene Alex Olivarez Cortes,
625.0,Enrique Neira Neira,
626.0,Tamara Antonietta Carvajal Sagredo,
627.0,Karen Paulina Rojo Venegas,
628.0,Manuel Ernesto Rojas Molina,
629.0,Daniel Ernesto Adaro Silva,
630.0,Ricardo Heriberto Diaz Cortes,
631.0,Andrea Merino Diaz,
632.0,Jaime Araya Guerrero,
633.0,Jennifer Violeta Mundaca Grez,
634.0,Jorge Perez Jelves,
635.0,Miguel Abuter Leon,
636.0,Claudio Andres Reyes Jelves,
637.0,Mauricio Alejandro Saldias Parra,
638.0,Jaime Fernando Hohmann Gallegos,
639.0,Mauricio Alarcon Guzman,
640.0,Nelson Leal Espinoza,
641.0,Walter Rodriguez Leal,
642.0,Gerardo Espindola Rojas,
643.0,Rodrigo Cuevas Troncoso,
644.0,Jose Durana Semir,
645.0,Andrea Murillo Neumann,
646.0,Jose Gustavo Lee Rodriguez,
647.0,Christian Rodrigo Alvarez Mancilla,
648.0,Andrea Perez Cortes,
649.0,Bernardo Olivos Azua,
650.0,Marcos Navarro Argandona,
651.0,Anibal Diaz Gonzalez,
652.0,Gabriel Alamo Alamo,
653.0,Oscar Servando Catalan Sanchez,
654.0,Marcelo Rodriguez Aviles,
655.0,Miguel Araya Lobos,
656.0,Angel Bozan Ramos,
657.0,Rodrigo Humberto Cerda Candia,
658.0,Pedro Nunez Cerda,
659.0,Jorge Napoleon Hidalgo Onate,
660.0,Guillermo Alejandro Yeber Rodriguez,
661.0,Ricardo Soto Torres,
662.0,Ernesto Sanchez Fuentes,
663.0,Alberto Patricio Aliaga Diaz,
664.0,Victor Donoso Oyanedel,
665.0,Patricio Fernandez Alarcon,
666.0,Rodolfo Moncada Salazar,
667.0,Mario Alejandro Gierke Quevedo,
668.0,Hasan Sabag Castillo,
669.0,Jorge Brito Gajardo,
670.0,Oscar Ordenes Guinez,
671.0,Angelique Nicole Araya Hernandez,
672.0,Esteban Jorge Velasquez Nunez,
673.0,Sandra Jeanette Cortes Diaz,
674.0,Omer Emeth Torres Mora,
675.0,Patricia Alejandra Rodriguez Chelmes,
676.0,Juan de Dios Alfaro Cutipa,
677.0,Ruben Cardenas Gomez,
678.0,Felipe Maluenda Araya,
679.0,Paulino Diaz Ruiz,
680.0,Francisco Oyarzun Gallardo,
681.0,Ursus Barria Fuentes,
682.0,Brunilda Clementina Gonzalez Anjel,
683.0,Patricia Gonzalez Brizuela,
684.0,Gregorio Campusano Dorador,
685.0,Cecilia del Pilar Martinez Diaz,
686.0,Trinidad Rojo Agusto,
687.0,Eduardo Martinez Machuca,
688.0,Donna Herrera Barrera,
689.0,Sonia Rasjido Avalos,
690.0,Jose Enrique Orrego Gonzalez,
691.0,Carlos Enrique Donoso Iric,
692.0,Erasmo Valenzuela Santibanez,
693.0,Alejandra Novoa Sandoval,
694.0,Nelson Venegas Salazar,
695.0,Luis Gormas Sanchez,
696.0,Francisco Ricardo Calderon Arcos,
697.0,Ivan Martin Romero Menacho,
698.0,Martin Montecinos Romero,
699.0,Sixto Garcia Caceres,
700.0,Evelyn Maria Mamani Viza,
701.0,Lucy Uribe Caipa,
702.0,Doris Aguilera Santos,
703.0,Bernardo Leyton Lemus,
704.0,Norman Araya Araya,
705.0,Jorge Radonich Barra,
706.0,Abraham Silva Sanhueza,
707.0,Miguel Angel Palta Sarmiento,
708.0,Alejandro Saez Veliz,
709.0,Pedro Gabriel Vera Paredes,
710.0,Rodrigo Garcia Tapia,
711.0,Marco Verdala Urzua,
712.0,Claudio Poblete Herrera,
713.0,Rodrigo Martinez Roca,
714.0,Susana Pinto Alcayaga,
715.0,Juan Eduardo Vera Sanhueza,
716.0,Nelson Hugo Aguila Serpa,
717.0,Pedro Isaias Villagra Cordero,
718.0,Yerko Robinson Trivinho Garcia de Castro,
719.0,Boris Luksic Nieto,
720.0,Claudio Nunez Cataldo,
721.0,Juan Carlos Munoz Rojas,
722.0,Rodolfo Aranda Villanueva,
723.0,Arturo Aguirre Gacitua,
724.0,Mauro Tamayo Rozas,
725.0,Luis Plaza Sanchez,
726.0,Luis Molina Gaete,
727.0,Oriele Nunez Serrano,
728.0,Alejandro Oyarzun Toro,
729.0,Clara Lazcano Fernandez,
730.0,Pedro Vasquez Celedon,
731.0,Hector Navarro Garcia,
732.0,Viviana Escarlette Diaz Meza,
733.0,Jose Anibal Perez Meza,
734.0,Raul Salas Aguilera,
735.0,Hector Antonio Volta Rojas,
736.0,Aldo Hernan Tapia Donoso,
737.0,Javier Varas Naranjo,
738.0,Rebeca Cofre Calderon,
739.0,Fabian Andres Soto Gonzalez,
740.0,Jorge Valenzuela Palma,
741.0,Antonio Rivas Villalobos,
742.0,Jorge Carlos Lozano Zapata,
743.0,Ricardo Enrique Ibarra Valdebenito,
744.0,Lilian Marlen Inostroza Parra,
745.0,Brenda Lina Melehuechun Munoz,
746.0,Pablo Cesar Riquelme Haro,
747.0,Carlos Antonio Figueroa Gallardo,
748.0,Sergio Zarzar Andonie,
749.0,Aldo Dino Jose Bernucci Diaz,
750.0,Enrique Edis Jara Rivera,
751.0,Hugo Neftali Guinez Mardones,
752.0,Felipe Aylwin Lagos,
753.0,Rodolfo Victor Gazmuri Sanchez,
754.0,Samuel Jimenez Letelier,
755.0,Rodrigo Gonzalez Rivera,
756.0,Viviana del Carmen Arias Navarrete,
757.0,Juan Illanes Palma,
758.0,Marco Antonio Contreras Jorquera,
759.0,Cosme Mellado Pino,
760.0,Alyson Hadad Reyes,
761.0,Luis Huirilef Barra,
762.0,Bernardita Viscarra Astudillo,
763.0,Fernando Oyarzun Macias,
764.0,Pedro Gerardo Andrade Oyarzun,
765.0,Jose Navarro Oyarzo,
766.0,Francisco Roncagliolo Lepio,
767.0,Miguel Fernando Jara Mardones,
768.0,Julio Manuel Fuentes Alarcon,
769.0,Osvaldo Caro Caro,
770.0,Carlos Soto Sotomayor,
771.0,Silverio Morales Rosales,
772.0,Sergio Tellez Barria,
773.0,Patricio Ulloa Georgia,
774.0,Ximena Alejandra Mardones Torres,
775.0,Ana Maria Silva Gutierrez,
776.0,Joaquin Valenzuela Baeza,
777.0,Rodrigo Pino Ortega,
778.0,Alejandro Pedreros Urrutia,
779.0,Laura Aravena Alarcon,
780.0,Alejandro Huala Canuman,
781.0,Pablo Galilea Carrillo,
782.0,Elson Borquez Yanez,
783.0,Carlos Chandia Alarcon,
784.0,Arnoldo Jimenez Venegas,
785.0,Gregorio Valenzuela Abarca,
786.0,Rodrigo Gonzalez Carrasco,
787.0,Hernan Israel Sepulveda Villalobos,
788.0,Pedro Pablo Munoz Oses,
789.0,Patricio Valenzuela Flores,
790.0,Maria Isabel Jorquera Caceres,
791.0,Javier Garcia Choque,
792.0,Rosauro Garcia Choque,
793.0,Honorio Hilario Mamani Castro,
794.0,Sonia Yenny Garcia Mamani,
795.0,Mario Olavarria Rodriguez,
796.0,Marcos Salgado Balboa,
797.0,Manuel Macaya Ramirez,
798.0,Carolina Lagos Jofre,
799.0,Ema Vidal Diaz,
800.0,Ibar Leiva Quevedo,
801.0,Ruben Jorquera Vidal,
802.0,Marcial Abarca Orellana,
803.0,Jesus Sidharta Perez Franco,
804.0,Pedro Miguel Angel Castillo Diaz,
805.0,Solercio Rojas Aguirre,
806.0,Oscar Armando Sumonte Gonzalez,
807.0,Luis Rivera Caneo,
808.0,Alberto Enrique Fernandez Lopez,
809.0,Sandra Contreras Alvarez,
810.0,Alvaro Ortiz Vera,
811.0,Cristian Van Rysselberghe Herrera,
812.0,Juan Polizzi Contreras,
813.0,Alejandra Smith Becerra,
814.0,Yolanda del Carmen Gonzalez Rebolledo,
815.0,Rene de la Vega Fuentes,
816.0,Marcela Rosales Belmar,
817.0,Loreto Seguel King,
818.0,Esteban Alvear Alvear,
819.0,Gustavo Vergara Rojas,
820.0,Lorenzo Molina Ramirez,
821.0,Carlos Moises Valenzuela Gajardo,
822.0,Roberto del Carmen Urrutia Concha,
823.0,Hugo Reinaldo Tilleria Torres,
824.0,Mauricio Lebrecht Sperberg,
825.0,Carlos Arturo Leal Neira,
826.0,Diego Ibanez Burgos,
827.0,Marcos Lopez Rivera,
828.0,Maglio Cicardini Neyra,
829.0,Sofia Slovena Cid Versalovic,
830.0,Christian Guzman Rojas,
831.0,Inti Eleodoro Salamanca Fernandez,
832.0,Luis Gabriel Marcos Perez,
833.0,Jaime Vargas Guerra,
834.0,Johanna Fernandez Rodriguez,
835.0,Omar Aciar Jeraldo,
836.0,Carlos Ivan Chanampa Bordones,
837.0,Marcelo Alejandro Pereira Peralta,
838.0,Paola Cortes Vega,
839.0,Ricardo Ledezma Jimenez,
840.0,Pedro Antonio Castillo Castillo,
841.0,Cristobal Alejandro Reyes Bielefeld,
842.0,Alfonso Eduardo Ossandon Antiquera,
843.0,Boris Felipe Chamorro Rebolledo,
844.0,Leonidas Romero Saez,
845.0,Pedro Neira Milchio,
846.0,Gaston Perez Gonzalez,
847.0,Leonel Vera Pavie,
848.0,Rosiel Gonzalez Galindo,
849.0,Alfonso Coke Candia,
850.0,Cristian Moraga Lagos,
851.0,Delfor Rosales Gutierrez,
852.0,Jorge Rolando Saquel Albarran,
853.0,Roberto Carlos Quintana Burgos,
854.0,Julia Campos Molina,
855.0,Juan Pablo Barros Basso,
856.0,Cristian Galdames Santibanez,
857.0,Ronald Villegas Labarca,
858.0,Luis Curumilla Sotomayor,
859.0,Victor Ilnao Ilnao,
860.0,Moises Calbucura Morales,
861.0,Luis Gengnagel Gutierrez,
862.0,Leonidas Pena Henriquez,
863.0,Abel Painefilo Barriga,
864.0,Sonia Sabugal Saldana,
865.0,Javier Guarda Matamala,
866.0,Rene Concha Gonzalez,
867.0,Antonio Peredo Peredo,
868.0,Ernesto Gonzalez Barrios,
869.0,Varinia Irma Labarra Palma,
870.0,Javier Munoz Riquelme,
871.0,Hugo Rey Martinez,
872.0,Moises Lucero Guzman,
873.0,Patricia Catalan Devlahovich,
874.0,Juan Segundo Hijerra Seron,
875.0,Juan Carlos Soto Cardenas,
876.0,Ramiro Barria Borquez,
877.0,Sergio Yunger Bahamonde,
878.0,Luis Fernando Perez Guerrero,
879.0,Isaias Florencio Zavala Torres,
880.0,Mario Araya Rojas,
881.0,Hector Zamora Garcia,
882.0,Marcos Antonio Parada Escobar,
883.0,Wladimir Munoz Lagos,
884.0,Boris Acuna Gonzalez,
885.0,Paulo Cesar Morales Arriagada,
886.0,Marcelo Duran Arrate,
887.0,Orozimbo Villarroel Rioseco,
888.0,Sadi Melo Moya,
889.0,Loreto Letelier Barrera,
890.0,Marcelo Andres Olivares Figueroa,
891.0,Ricardo Hernan Cifuentes Perez,
892.0,Jose Hernando San Martin Rubilar,
893.0,Juan Diaz Gonzalez,
894.0,Ester Martinez Nunez,
895.0,Francisco Gomez Ramirez,
896.0,John General Alvarez,
897.0,Pio Ortega Reyes,
898.0,Antonio Aliaga Leiva,
899.0,Natalia Carrasco Pizarro,
900.0,Jose Moraga Lira,
901.0,Catherine Verdugo Tucto,
902.0,Claudio Miguel Clavijo Castillo,
903.0,Emilio Jorquera Romero,
904.0,Luis Alejandro Garcia Jofre,
905.0,Eugenio Galvez Navarrete,
906.0,Maria Castillo Sanchez,
907.0,Manuel Baez Gajardo,
908.0,Gonzalo Tejos Perez,
909.0,Raimundo Enrique Penailillo Carter,
910.0,Mireya Carrasco Jara,
911.0,Jose Nibaldo Vilugron Martinez,
912.0,Valentin Vidal Hernandez,
913.0,Jorge Humberto Sougarret Devaud,
914.0,Rodrigo Delgado Mocarquer,
915.0,Angelica Cid Venegas,
916.0,Doris Dayanna Gonzalez Lemunao,
917.0,Mauricio Santander Videla,
918.0,Jorge Eliecer Roa Villegas,
919.0,Juan Vergara Reyes,
920.0,Gerardo Cid Garrido,
921.0,Jose Bravo Burgos,
922.0,Luis Armando Arias Lopez,
923.0,Tucapel Edgardo Sepulveda Flandes,
924.0,Cesar Orellana Orellana,
925.0,Roberto Bruzzone Galeb,
926.0,Pedro Hirtz Neira,
927.0,Luis Escobar Moore,
928.0,Rodrigo Guarda Barrientos,
929.0,Bernardo Espinoza Villalobos,
930.0,Claus Lindemann Vierth,
931.0,Ramon Espinoza Sandoval,
932.0,Ignacio Godoy Guerrero,
933.0,Fernando Grandon Domke,
934.0,Jose Alejandro Avello Bascur,
935.0,Jorge Fuentealba Troncoso,
936.0,Claudio Rosamel Lavado Castro,
937.0,Sarita Jaramillo Arismendi,
938.0,Marcos Edgardo Hernandez Rojas,
939.0,Fernando Huaiquil Paillal,
940.0,Pablo Artigas Vergara,
941.0,Mireya Castel Cerna,
942.0,Alex Fernando Castillo Blas,
943.0,Marisol Beatriz Paredes Tarqui,
944.0,Rolando Manzano Butron,
945.0,Lucio Condori Alave,
946.0,Guido Siegmund Gonzalez,
947.0,Juan Esteban Meza Moncada,
948.0,Rosa Verdejo Silva,
949.0,Luis Antonio Riquelme Villa,
950.0,Claudio Segovia Cofre,
951.0,Pedro Antonio Pereira Aguilera,
952.0,Javier Pina Pina,
953.0,Cristian Alvarado Oyarzo,
954.0,Marcos Miguel Saavedra Quintallana,
955.0,Luis Antonio Miranda Chiguay,
956.0,Veronica Rossat Arriagada,
957.0,Gaston Emilio Amenabar Paterakis,
958.0,Evelyn Andrea Hornig Olivares,
959.0,Freddy Ibacache Munoz,
960.0,Celso Castro Villarroel,
961.0,Claudio Pucher Lizama,
962.0,Carolina Alejandra Munoz Nunez,
963.0,Katherine Torres Machuca,
964.0,Gabriel Torres Hermosilla,
965.0,Miguel Rivera Morales,
966.0,Elicia Herrera Ferrada,
967.0,Ricardo Fuentes Palma,
968.0,Jorge Mardones Rodriguez,
969.0,Carlos Silva Riquelme,
970.0,Jose Andres Bartolo Vinaya,
971.0,Alejandro Javier Capetillo Caqueo,
972.0,Rodrigo Loyola Morenilla,
973.0,Rony Acuna Borquez,
974.0,Juan Sabando Santibanez,
975.0,Javier Coopman Corral,
