comuna_datachile_id,candidato_id,partido_id,electo,votos_candidato,year,election_id
206,2576,10,0,912,2009,3
206,2577,6,1,1694,2009,3
206,2578,4,0,71,2009,3
206,2579,7,0,277,2009,3
207,8,0,0,182,2009,3
207,9,0,0,94,2009,3
207,2580,6,1,1963,2009,3
207,2581,10,0,335,2009,3
207,2582,8,0,140,2009,3
207,2583,4,0,48,2009,3
207,2584,9,1,1634,2009,3
209,8,0,0,267,2009,3
209,9,0,0,266,2009,3
209,2575,9,1,2237,2009,3
209,2576,10,0,1339,2009,3
209,2577,6,1,2125,2009,3
209,2578,4,0,100,2009,3
209,2579,7,0,408,2009,3
214,8,0,0,172,2009,3
214,9,0,0,121,2009,3
214,2585,7,1,1148,2009,3
214,2586,8,0,136,2009,3
214,2587,8,0,18,2009,3
214,2588,11,1,1534,2009,3
214,2589,4,0,44,2009,3
214,2590,8,0,635,2009,3
214,2591,9,0,174,2009,3
215,8,0,0,290,2009,3
215,9,0,0,220,2009,3
215,2562,8,0,695,2009,3
215,2563,8,0,38,2009,3
215,2564,9,1,1939,2009,3
215,2565,8,0,55,2009,3
215,2566,7,1,993,2009,3
215,2567,6,0,224,2009,3
215,2568,2,0,948,2009,3
217,8,0,0,94,2009,3
217,9,0,0,61,2009,3
217,483,10,1,947,2009,3
217,485,8,0,347,2009,3
217,2553,9,0,85,2009,3
217,2554,6,1,946,2009,3
217,2555,7,0,314,2009,3
222,8,0,0,449,2009,3
222,9,0,0,246,2009,3
222,2592,23,0,608,2009,3
222,2593,8,0,2276,2009,3
222,2594,11,1,4396,2009,3
222,2595,9,0,1621,2009,3
222,2596,7,1,2026,2009,3
222,2597,8,0,42,2009,3
222,2598,4,0,69,2009,3
226,8,0,0,212,2009,3
226,9,0,0,179,2009,3
226,483,10,1,1911,2009,3
226,485,8,0,548,2009,3
226,2553,9,0,211,2009,3
226,2554,6,1,980,2009,3
226,2555,7,0,488,2009,3
229,8,0,0,520,2009,3
229,9,0,0,306,2009,3
229,2562,8,0,1296,2009,3
229,2563,8,0,65,2009,3
229,2564,9,1,1908,2009,3
229,2565,8,0,89,2009,3
229,2566,7,1,2053,2009,3
229,2567,6,0,969,2009,3
229,2568,2,0,858,2009,3
230,8,0,0,486,2009,3
230,9,0,0,402,2009,3
230,2592,23,0,688,2009,3
230,2593,8,0,2864,2009,3
230,2594,11,1,1750,2009,3
230,2595,9,0,1389,2009,3
230,2596,7,1,2394,2009,3
230,2597,8,0,67,2009,3
230,2598,4,0,144,2009,3
240,8,0,0,292,2009,3
240,9,0,0,227,2009,3
240,2585,7,1,2667,2009,3
240,2586,8,0,492,2009,3
240,2587,8,0,77,2009,3
240,2588,11,1,1601,2009,3
240,2589,4,0,61,2009,3
240,2590,8,0,765,2009,3
240,2591,9,0,535,2009,3
242,8,0,0,488,2009,3
242,9,0,0,369,2009,3
242,2562,8,0,975,2009,3
242,2563,8,0,32,2009,3
242,2564,9,1,1581,2009,3
242,2565,8,0,67,2009,3
242,2566,7,1,940,2009,3
242,2567,6,0,2075,2009,3
242,2568,2,0,1428,2009,3
243,8,0,0,107,2009,3
243,9,0,0,59,2009,3
243,483,10,1,367,2009,3
243,485,8,0,695,2009,3
243,2553,9,0,119,2009,3
243,2554,6,1,686,2009,3
243,2555,7,0,163,2009,3
252,8,0,0,2547,2009,3
252,9,0,0,1163,2009,3
252,2562,8,0,5820,2009,3
252,2563,8,0,253,2009,3
252,2564,9,1,7431,2009,3
252,2565,8,0,468,2009,3
252,2566,7,1,10064,2009,3
252,2567,6,0,5939,2009,3
252,2568,2,0,4964,2009,3
253,8,0,0,4572,2009,3
253,9,0,0,1482,2009,3
253,2562,8,0,11737,2009,3
253,2563,8,0,470,2009,3
253,2564,9,1,11262,2009,3
253,2565,8,0,687,2009,3
253,2566,7,1,17304,2009,3
253,2567,6,0,7494,2009,3
253,2568,2,0,9165,2009,3
257,8,0,0,881,2009,3
257,9,0,0,426,2009,3
257,2562,8,0,2511,2009,3
257,2563,8,0,142,2009,3
257,2564,9,1,2066,2009,3
257,2565,8,0,176,2009,3
257,2566,7,1,2940,2009,3
257,2567,6,0,1836,2009,3
257,2568,2,0,1404,2009,3
261,8,0,0,358,2009,3
261,9,0,0,243,2009,3
261,2575,9,1,2068,2009,3
261,2576,10,0,864,2009,3
261,2577,6,1,1969,2009,3
261,2578,4,0,119,2009,3
261,2579,7,0,433,2009,3
263,8,0,0,258,2009,3
263,9,0,0,195,2009,3
263,2585,7,1,1692,2009,3
263,2586,8,0,361,2009,3
263,2587,8,0,381,2009,3
263,2588,11,1,1035,2009,3
263,2589,4,0,71,2009,3
263,2590,8,0,911,2009,3
263,2591,9,0,248,2009,3
267,8,0,0,246,2009,3
267,9,0,0,286,2009,3
267,2580,6,1,4305,2009,3
267,2581,10,0,1572,2009,3
267,2582,8,0,447,2009,3
267,2583,4,0,88,2009,3
267,2584,9,1,2343,2009,3
268,8,0,0,169,2009,3
268,9,0,0,141,2009,3
268,2562,8,0,549,2009,3
268,2563,8,0,18,2009,3
268,2564,9,1,626,2009,3
268,2565,8,0,37,2009,3
268,2566,7,1,553,2009,3
268,2567,6,0,1496,2009,3
268,2568,2,0,1404,2009,3
270,8,0,0,356,2009,3
270,9,0,0,327,2009,3
270,2575,9,1,1588,2009,3
270,2576,10,0,1614,2009,3
